Entity,Code,Year,"Coffee, green | 00000656 || Yield | 005419 || tonnes per hectare"
Lower-middle-income countries,,1972,0.49977255
Lower-middle-income countries,,1973,0.49613065
Lower-middle-income countries,,1974,0.45651183
Lower-middle-income countries,,1975,0.5014999
Lower-middle-income countries,,1976,0.4719295
Lower-middle-income countries,,1977,0.474426
Lower-middle-income countries,,1978,0.46446124
Lower-middle-income countries,,1979,0.47848696
Lower-middle-income countries,,1980,0.49100754
Lower-middle-income countries,,1981,0.5224624
Lower-middle-income countries,,1982,0.4753623
Lower-middle-income countries,,1983,0.44435558
Lower-middle-income countries,,1984,0.4138143
Lower-middle-income countries,,1985,0.46461657
Lower-middle-income countries,,1986,0.47075453
Lower-middle-income countries,,1987,0.49675363
Lower-middle-income countries,,1988,0.45964852
Lower-middle-income countries,,1989,0.5135851
Lower-middle-income countries,,1990,0.47429627
Lower-middle-income countries,,1991,0.4913458
Lower-middle-income countries,,1992,0.5554034
Lower-middle-income countries,,1993,0.4919336
Lower-middle-income countries,,1994,0.5608275
Lower-middle-income countries,,1995,0.5390314
Lower-middle-income countries,,1996,0.58004266
Lower-middle-income countries,,1997,0.60058606
Lower-middle-income countries,,1998,0.6050883
Lower-middle-income countries,,1999,0.6713148
Lower-middle-income countries,,2000,0.67630947
Lower-middle-income countries,,2001,0.688181
Lower-middle-income countries,,2002,0.6600852
Lower-middle-income countries,,2003,0.66715086
Lower-middle-income countries,,2004,0.64009964
Lower-middle-income countries,,2005,0.65741086
Lower-middle-income countries,,2006,0.66028655
Lower-middle-income countries,,2007,0.7429438
Lower-middle-income countries,,2008,0.7145643
Lower-middle-income countries,,2009,0.7049759
Lower-middle-income countries,,2010,0.7291486
Lower-middle-income countries,,2011,0.8463654
Lower-middle-income countries,,2012,0.78900975
Lower-middle-income countries,,2013,0.76219857
Lower-middle-income countries,,2014,0.7767836
Lower-middle-income countries,,2015,0.75485414
Lower-middle-income countries,,2016,0.782227
Lower-middle-income countries,,2017,0.91394615
Lower-middle-income countries,,2018,0.81098276
Lower-middle-income countries,,2019,0.8173116
Lower-middle-income countries,,2020,0.81958514
Lower-middle-income countries,,2021,0.86186224
Madagascar,MDG,1961,0.3333
Madagascar,MDG,1962,0.4384
Madagascar,MDG,1963,0.3626
Madagascar,MDG,1964,0.40629998
Madagascar,MDG,1965,0.3725
Madagascar,MDG,1966,0.401
Madagascar,MDG,1967,0.4055
Madagascar,MDG,1968,0.39139998
Madagascar,MDG,1969,0.35209998
Madagascar,MDG,1970,0.3629
Madagascar,MDG,1971,0.3328
Madagascar,MDG,1972,0.3967
Madagascar,MDG,1973,0.3707
Madagascar,MDG,1974,0.3802
Madagascar,MDG,1975,0.396
Madagascar,MDG,1976,0.38239998
Madagascar,MDG,1977,0.46019998
Madagascar,MDG,1978,0.3769
Madagascar,MDG,1979,0.3787
Madagascar,MDG,1980,0.3682
Madagascar,MDG,1981,0.38349998
Madagascar,MDG,1982,0.37
Madagascar,MDG,1983,0.3626
Madagascar,MDG,1984,0.3649
Madagascar,MDG,1985,0.35169998
Madagascar,MDG,1986,0.3669
Madagascar,MDG,1987,0.36049998
Madagascar,MDG,1988,0.37109998
Madagascar,MDG,1989,0.38169998
Madagascar,MDG,1990,0.3536
Madagascar,MDG,1991,0.3812
Madagascar,MDG,1992,0.3698
Madagascar,MDG,1993,0.37
Madagascar,MDG,1994,0.41669998
Madagascar,MDG,1995,0.3542
Madagascar,MDG,1996,0.3523
Madagascar,MDG,1997,0.2865
Madagascar,MDG,1998,0.3109
Madagascar,MDG,1999,0.3367
Madagascar,MDG,2000,0.3006
Madagascar,MDG,2001,0.3337
Madagascar,MDG,2002,0.3179
Madagascar,MDG,2003,0.3631
Madagascar,MDG,2004,0.3498
Madagascar,MDG,2005,0.4825
Madagascar,MDG,2006,0.5355
Madagascar,MDG,2007,0.5056
Madagascar,MDG,2008,0.48299998
Madagascar,MDG,2009,0.4831
Madagascar,MDG,2010,0.491
Madagascar,MDG,2011,0.5061
Madagascar,MDG,2012,0.5222
Madagascar,MDG,2013,0.5335
Madagascar,MDG,2014,0.5362
Madagascar,MDG,2015,0.54609996
Madagascar,MDG,2016,0.5424
Madagascar,MDG,2017,0.5406
Madagascar,MDG,2018,0.54899997
Madagascar,MDG,2019,0.55079997
Madagascar,MDG,2020,0.55469996
Madagascar,MDG,2021,0.5586
Malawi,MWI,1961,0.4175
Malawi,MWI,1962,0.49499997
Malawi,MWI,1963,0.45999998
Malawi,MWI,1964,0.44329998
Malawi,MWI,1965,0.4267
Malawi,MWI,1966,0.415
Malawi,MWI,1967,0.3775
Malawi,MWI,1968,0.36249998
Malawi,MWI,1969,0.23189999
Malawi,MWI,1970,0.3757
Malawi,MWI,1971,0.3825
Malawi,MWI,1972,0.24599999
Malawi,MWI,1973,0.4675
Malawi,MWI,1974,0.5682
Malawi,MWI,1975,0.88839996
Malawi,MWI,1976,0.67689997
Malawi,MWI,1977,0.67689997
Malawi,MWI,1978,0.6429
Malawi,MWI,1979,0.6429
Malawi,MWI,1980,0.6667
Malawi,MWI,1981,0.6667
Malawi,MWI,1982,0.68
Malawi,MWI,1983,0.7125
Malawi,MWI,1984,0.92999995
Malawi,MWI,1985,1.16
Malawi,MWI,1986,1.1538
Malawi,MWI,1987,1.2415
Malawi,MWI,1988,1.0286
Malawi,MWI,1989,1.4426
Malawi,MWI,1990,1.4045
Malawi,MWI,1991,1.4706
Malawi,MWI,1992,1.5691999
Malawi,MWI,1993,1.26
Malawi,MWI,1994,1.26
Malawi,MWI,1995,1.2538999
Malawi,MWI,1996,1.23
Malawi,MWI,1997,1.2303
Malawi,MWI,1998,1.1999999
Malawi,MWI,1999,1.18
Malawi,MWI,2000,1.0864999
Malawi,MWI,2001,0.96
Malawi,MWI,2002,0.92149997
Malawi,MWI,2003,1.0382
Malawi,MWI,2004,0.6974
Malawi,MWI,2005,0.7873
Malawi,MWI,2006,0.9957
Malawi,MWI,2007,0.9353
Malawi,MWI,2008,0.8631
Malawi,MWI,2009,1.8367
Malawi,MWI,2010,1.4735
Malawi,MWI,2011,1.428
Malawi,MWI,2012,1.4575
Malawi,MWI,2013,1.4631
Malawi,MWI,2014,1.5180999
Malawi,MWI,2015,1.6826999
Malawi,MWI,2016,1.6826999
Malawi,MWI,2017,1.8771
Malawi,MWI,2018,2.3346
Malawi,MWI,2019,2.1531
Malawi,MWI,2020,2.0737
Malawi,MWI,2021,2.1611
Malaysia,MYS,1961,0.3391
Malaysia,MYS,1962,0.33699998
Malaysia,MYS,1963,0.3764
Malaysia,MYS,1964,0.40199998
Malaysia,MYS,1965,0.4091
Malaysia,MYS,1966,0.40469998
Malaysia,MYS,1967,0.4024
Malaysia,MYS,1968,0.4235
Malaysia,MYS,1969,0.3979
Malaysia,MYS,1970,0.3597
Malaysia,MYS,1971,0.4024
Malaysia,MYS,1972,0.35
Malaysia,MYS,1973,0.37849998
Malaysia,MYS,1974,0.36749998
Malaysia,MYS,1975,0.39
Malaysia,MYS,1976,0.3682
Malaysia,MYS,1977,0.4015
Malaysia,MYS,1978,0.3965
Malaysia,MYS,1979,0.37939999
Malaysia,MYS,1980,0.7163
Malaysia,MYS,1981,0.7303
Malaysia,MYS,1982,0.7651
Malaysia,MYS,1983,0.79389995
Malaysia,MYS,1984,0.8699
Malaysia,MYS,1985,0.8074
Malaysia,MYS,1986,0.7488
Malaysia,MYS,1987,0.7244
Malaysia,MYS,1988,0.6385
Malaysia,MYS,1989,0.4827
Malaysia,MYS,1990,0.55079997
Malaysia,MYS,1991,0.5588
Malaysia,MYS,1992,0.6207
Malaysia,MYS,1993,0.75799996
Malaysia,MYS,1994,0.7578
Malaysia,MYS,1995,0.7575
Malaysia,MYS,1996,0.9912
Malaysia,MYS,1997,1.1
Malaysia,MYS,1998,1.1996
Malaysia,MYS,1999,1.306
Malaysia,MYS,2000,1.4160999
Malaysia,MYS,2001,1.5245
Malaysia,MYS,2002,1.7059
Malaysia,MYS,2003,1.8283999
Malaysia,MYS,2004,2.1072
Malaysia,MYS,2005,2.2158
Malaysia,MYS,2006,2.3278
Malaysia,MYS,2007,2.4315
Malaysia,MYS,2008,2.5444
Malaysia,MYS,2009,2.6562998
Malaysia,MYS,2010,3.093
Malaysia,MYS,2011,2.9301999
Malaysia,MYS,2012,2.4378998
Malaysia,MYS,2013,3.9157999
Malaysia,MYS,2014,2.1994
Malaysia,MYS,2015,3.0001
Malaysia,MYS,2016,3.5314999
Malaysia,MYS,2017,3.9059
Malaysia,MYS,2018,2.2804
Malaysia,MYS,2019,2.2573
Malaysia,MYS,2020,2.7217999
Malaysia,MYS,2021,2.7603
Martinique,MTQ,1961,1.5999999
Martinique,MTQ,1962,1.5999999
Martinique,MTQ,1963,1.5999999
Martinique,MTQ,1964,1.5999999
Martinique,MTQ,1965,1.5999999
Martinique,MTQ,1966,1.5999999
Martinique,MTQ,1967,2
Martinique,MTQ,1968,2.087
Martinique,MTQ,1969,2.1429
Martinique,MTQ,1970,2.1429
Martinique,MTQ,1971,2.1429
Martinique,MTQ,1972,2
Martinique,MTQ,1973,2.3077
Martinique,MTQ,1974,2.3077
Martinique,MTQ,1991,2.5
Martinique,MTQ,1992,2.5
Martinique,MTQ,1993,2.5
Martinique,MTQ,1994,2.5
Martinique,MTQ,1995,2.5
Martinique,MTQ,1996,2.5
Martinique,MTQ,1997,2.5
Martinique,MTQ,1998,2.5
Martinique,MTQ,1999,2.4118
Martinique,MTQ,2000,2.5
Martinique,MTQ,2001,2.3529
Martinique,MTQ,2002,2.3125
Martinique,MTQ,2003,2.1875
Martinique,MTQ,2004,2.1764998
Martinique,MTQ,2005,2.0625
Martinique,MTQ,2006,1.875
Mauritius,MUS,1987,13.3333
Mauritius,MUS,1988,13.3333
Mauritius,MUS,1989,12.5
Melanesia,OWID_MNS,1961,0.4357
Melanesia,OWID_MNS,1962,0.56619996
Melanesia,OWID_MNS,1963,0.6225
Melanesia,OWID_MNS,1964,0.70309997
Melanesia,OWID_MNS,1965,0.7531
Melanesia,OWID_MNS,1966,0.783
Melanesia,OWID_MNS,1967,0.8484
Melanesia,OWID_MNS,1968,0.7161
Melanesia,OWID_MNS,1969,0.98859996
Melanesia,OWID_MNS,1970,1.0577999
Melanesia,OWID_MNS,1971,1.05
Melanesia,OWID_MNS,1972,1.0573
Melanesia,OWID_MNS,1973,1.212
Melanesia,OWID_MNS,1974,1.109
Melanesia,OWID_MNS,1975,1.1823
Melanesia,OWID_MNS,1976,1.0127
Melanesia,OWID_MNS,1977,0.8955
Melanesia,OWID_MNS,1978,1.0498999
Melanesia,OWID_MNS,1979,1.1549
Melanesia,OWID_MNS,1980,1.2753
Melanesia,OWID_MNS,1981,1.1599
Melanesia,OWID_MNS,1982,0.93359995
Melanesia,OWID_MNS,1983,1.1959
Melanesia,OWID_MNS,1984,0.95059997
Melanesia,OWID_MNS,1985,1.202
Melanesia,OWID_MNS,1986,0.9486
Melanesia,OWID_MNS,1987,1.4552
Melanesia,OWID_MNS,1988,1.5187
Melanesia,OWID_MNS,1989,1.581
Melanesia,OWID_MNS,1990,1.0656999
Melanesia,OWID_MNS,1991,0.84709996
Melanesia,OWID_MNS,1992,1.0864999
Melanesia,OWID_MNS,1993,1.0831
Melanesia,OWID_MNS,1994,1.3593
Melanesia,OWID_MNS,1995,1.1836
Melanesia,OWID_MNS,1996,1.1168
Melanesia,OWID_MNS,1997,0.7405
Melanesia,OWID_MNS,1998,0.98999995
Melanesia,OWID_MNS,1999,0.9515
Melanesia,OWID_MNS,2000,1.0141
Melanesia,OWID_MNS,2001,0.9597
Melanesia,OWID_MNS,2002,0.92689997
Melanesia,OWID_MNS,2003,0.9878
Melanesia,OWID_MNS,2004,1.0365
Melanesia,OWID_MNS,2005,1.1673
Melanesia,OWID_MNS,2006,0.9281
Melanesia,OWID_MNS,2007,1.0532
Melanesia,OWID_MNS,2008,1.117
Melanesia,OWID_MNS,2009,1.0936999
Melanesia,OWID_MNS,2010,1.0540999
Melanesia,OWID_MNS,2011,1.0562999
Melanesia,OWID_MNS,2012,1.0645
Melanesia,OWID_MNS,2013,1.0691
Melanesia,OWID_MNS,2014,1.058
Melanesia,OWID_MNS,2015,1.0568
Melanesia,OWID_MNS,2016,1.0546
Melanesia,OWID_MNS,2017,1.053
Melanesia,OWID_MNS,2018,1.0547999
Melanesia,OWID_MNS,2019,1.0551
Melanesia,OWID_MNS,2020,1.056
Melanesia,OWID_MNS,2021,1.0569999
Mexico,MEX,1961,0.412
Mexico,MEX,1962,0.4446
Mexico,MEX,1963,0.42459998
Mexico,MEX,1964,0.44779998
Mexico,MEX,1965,0.4632
Mexico,MEX,1966,0.51699996
Mexico,MEX,1967,0.5791
Mexico,MEX,1968,0.5545
Mexico,MEX,1969,0.5609
Mexico,MEX,1970,0.5639
Mexico,MEX,1971,0.4926
Mexico,MEX,1972,0.5441
Mexico,MEX,1973,0.5857
Mexico,MEX,1974,0.5912
Mexico,MEX,1975,0.61109996
Mexico,MEX,1976,0.5731
Mexico,MEX,1977,0.46739998
Mexico,MEX,1978,0.6141
Mexico,MEX,1979,0.5452
Mexico,MEX,1980,0.46269998
Mexico,MEX,1981,0.5288
Mexico,MEX,1982,0.4766
Mexico,MEX,1983,0.5534
Mexico,MEX,1984,0.4653
Mexico,MEX,1985,0.5093
Mexico,MEX,1986,0.5866
Mexico,MEX,1987,0.534
Mexico,MEX,1988,0.6056
Mexico,MEX,1989,0.5065
Mexico,MEX,1990,0.7493
Mexico,MEX,1991,0.5197
Mexico,MEX,1992,0.5241
Mexico,MEX,1993,0.48099998
Mexico,MEX,1994,0.4377
Mexico,MEX,1995,0.44759998
Mexico,MEX,1996,0.502
Mexico,MEX,1997,0.5336
Mexico,MEX,1998,0.4084
Mexico,MEX,1999,0.41799998
Mexico,MEX,2000,0.4822
Mexico,MEX,2001,0.40539998
Mexico,MEX,2002,0.43199998
Mexico,MEX,2003,0.41849998
Mexico,MEX,2004,0.41079998
Mexico,MEX,2005,0.38619998
Mexico,MEX,2006,0.3663
Mexico,MEX,2007,0.3479
Mexico,MEX,2008,0.3396
Mexico,MEX,2009,0.3454
Mexico,MEX,2010,0.3308
Mexico,MEX,2011,0.3445
Mexico,MEX,2012,0.354
Mexico,MEX,2013,0.3308
Mexico,MEX,2014,0.30699998
Mexico,MEX,2015,0.28419998
Mexico,MEX,2016,0.235
Mexico,MEX,2017,0.2408
Mexico,MEX,2018,0.2514
Mexico,MEX,2019,0.2633
Mexico,MEX,2020,0.276
Mexico,MEX,2021,0.2716
Middle Africa (FAO),,1961,0.4159
Middle Africa (FAO),,1962,0.3753
Middle Africa (FAO),,1963,0.35209998
Middle Africa (FAO),,1964,0.3789
Middle Africa (FAO),,1965,0.4055
Middle Africa (FAO),,1966,0.4062
Middle Africa (FAO),,1967,0.4175
Middle Africa (FAO),,1968,0.3915
Middle Africa (FAO),,1969,0.4129
Middle Africa (FAO),,1970,0.3987
Middle Africa (FAO),,1971,0.3942
Middle Africa (FAO),,1972,0.399
Middle Africa (FAO),,1973,0.3788
Middle Africa (FAO),,1974,0.3911
Middle Africa (FAO),,1975,0.4005
Middle Africa (FAO),,1976,0.30069998
Middle Africa (FAO),,1977,0.29639998
Middle Africa (FAO),,1978,0.2976
Middle Africa (FAO),,1979,0.2677
Middle Africa (FAO),,1980,0.3062
Middle Africa (FAO),,1981,0.2996
Middle Africa (FAO),,1982,0.3037
Middle Africa (FAO),,1983,0.227
Middle Africa (FAO),,1984,0.32639998
Middle Africa (FAO),,1985,0.2708
Middle Africa (FAO),,1986,0.33609998
Middle Africa (FAO),,1987,0.2996
Middle Africa (FAO),,1988,0.37269998
Middle Africa (FAO),,1989,0.34739998
Middle Africa (FAO),,1990,0.37989998
Middle Africa (FAO),,1991,0.36409998
Middle Africa (FAO),,1992,0.3216
Middle Africa (FAO),,1993,0.2961
Middle Africa (FAO),,1994,0.32529998
Middle Africa (FAO),,1995,0.3303
Middle Africa (FAO),,1996,0.3549
Middle Africa (FAO),,1997,0.2796
Middle Africa (FAO),,1998,0.3024
Middle Africa (FAO),,1999,0.3101
Middle Africa (FAO),,2000,0.3261
Middle Africa (FAO),,2001,0.3119
Middle Africa (FAO),,2002,0.339
Middle Africa (FAO),,2003,0.3215
Middle Africa (FAO),,2004,0.3331
Middle Africa (FAO),,2005,0.3434
Middle Africa (FAO),,2006,0.3366
Middle Africa (FAO),,2007,0.361
Middle Africa (FAO),,2008,0.3346
Middle Africa (FAO),,2009,0.3306
Middle Africa (FAO),,2010,0.33609998
Middle Africa (FAO),,2011,0.3435
Middle Africa (FAO),,2012,0.3394
Middle Africa (FAO),,2013,0.33519998
Middle Africa (FAO),,2014,0.3173
Middle Africa (FAO),,2015,0.3137
Middle Africa (FAO),,2016,0.32
Middle Africa (FAO),,2017,0.32799998
Middle Africa (FAO),,2018,0.3337
Middle Africa (FAO),,2019,0.33409998
Middle Africa (FAO),,2020,0.3356
Middle Africa (FAO),,2021,0.3356
Mozambique,MOZ,1961,0.7143
Mozambique,MOZ,1962,0.7143
Mozambique,MOZ,1963,0.7143
Mozambique,MOZ,1964,0.7143
Mozambique,MOZ,1965,0.7143
Mozambique,MOZ,1966,0.7143
Mozambique,MOZ,1967,0.7143
Mozambique,MOZ,1968,0.7143
Mozambique,MOZ,1969,0.7143
Mozambique,MOZ,1970,0.7143
Mozambique,MOZ,1971,0.7143
Mozambique,MOZ,1972,0.7143
Mozambique,MOZ,1973,0.7143
Mozambique,MOZ,1974,0.7143
Mozambique,MOZ,1975,0.7143
Mozambique,MOZ,1976,0.7143
Mozambique,MOZ,1977,0.7143
Mozambique,MOZ,1978,0.7143
Mozambique,MOZ,1979,0.7143
Mozambique,MOZ,1980,0.7143
Mozambique,MOZ,1981,0.7143
Mozambique,MOZ,1982,0.7143
Mozambique,MOZ,1983,0.7143
Mozambique,MOZ,1984,0.7143
Mozambique,MOZ,1985,0.7143
Mozambique,MOZ,1986,0.7143
Mozambique,MOZ,1987,0.7143
Mozambique,MOZ,1988,0.7143
Mozambique,MOZ,1989,0.7143
Mozambique,MOZ,1990,0.62799996
Mozambique,MOZ,1991,0.69229996
Mozambique,MOZ,1992,0.6364
Mozambique,MOZ,1993,0.7143
Mozambique,MOZ,1994,0.6667
Mozambique,MOZ,1995,0.69229996
Mozambique,MOZ,1996,0.7037
Mozambique,MOZ,1997,0.7143
Mozambique,MOZ,1998,0.71
Mozambique,MOZ,1999,0.70019996
Mozambique,MOZ,2000,0.59999996
Mozambique,MOZ,2001,0.71099997
Mozambique,MOZ,2002,0.7438
Mozambique,MOZ,2003,0.7858
Mozambique,MOZ,2004,0.8523
Mozambique,MOZ,2005,0.84999996
Mozambique,MOZ,2006,0.8537
Mozambique,MOZ,2007,0.8675
Mozambique,MOZ,2008,0.86899996
Mozambique,MOZ,2009,0.8706
Mozambique,MOZ,2010,0.8556
Mozambique,MOZ,2011,0.84209996
Mozambique,MOZ,2012,0.9184
Mozambique,MOZ,2013,0.9474
Mozambique,MOZ,2014,0.9317
Mozambique,MOZ,2015,0.9331
Mozambique,MOZ,2016,0.9377
Mozambique,MOZ,2017,0.9429
Mozambique,MOZ,2018,0.9594
Mozambique,MOZ,2019,0.96279997
Mozambique,MOZ,2020,0.9704
Mozambique,MOZ,2021,0.9704
Myanmar,MMR,1961,0.66889995
Myanmar,MMR,1962,0.7294
Myanmar,MMR,1963,0.6766
Myanmar,MMR,1964,0.34489998
Myanmar,MMR,1965,0.552
Myanmar,MMR,1966,0.43809998
Myanmar,MMR,1967,0.50949997
Myanmar,MMR,1968,0.49609998
Myanmar,MMR,1969,0.4473
Myanmar,MMR,1970,0.41849998
Myanmar,MMR,1971,0.4263
Myanmar,MMR,1972,0.4317
Myanmar,MMR,1973,0.44
Myanmar,MMR,1974,0.4359
Myanmar,MMR,1975,0.4235
Myanmar,MMR,1976,0.38079998
Myanmar,MMR,1977,0.3793
Myanmar,MMR,1978,0.4536
Myanmar,MMR,1979,0.4165
Myanmar,MMR,1980,0.45819998
Myanmar,MMR,1981,0.41959998
Myanmar,MMR,1982,0.4497
Myanmar,MMR,1983,0.4414
Myanmar,MMR,1984,0.4416
Myanmar,MMR,1985,0.4473
Myanmar,MMR,1986,0.4667
Myanmar,MMR,1987,0.4957
Myanmar,MMR,1988,0.4525
Myanmar,MMR,1989,0.4684
Myanmar,MMR,1990,0.4118
Myanmar,MMR,1991,0.4015
Myanmar,MMR,1992,0.3707
Myanmar,MMR,1993,0.38439998
Myanmar,MMR,1994,0.4118
Myanmar,MMR,1995,0.4118
Myanmar,MMR,1996,0.4201
Myanmar,MMR,1997,0.46949998
Myanmar,MMR,1998,0.4201
Myanmar,MMR,1999,0.4448
Myanmar,MMR,2000,0.47169998
Myanmar,MMR,2001,0.4736
Myanmar,MMR,2002,0.556
Myanmar,MMR,2003,0.5225
Myanmar,MMR,2004,0.5405
Myanmar,MMR,2005,0.5491
Myanmar,MMR,2006,0.56479996
Myanmar,MMR,2007,0.6339
Myanmar,MMR,2008,0.6487
Myanmar,MMR,2009,0.6653
Myanmar,MMR,2010,0.6681
Myanmar,MMR,2011,0.6956
Myanmar,MMR,2012,0.6817
Myanmar,MMR,2013,0.6902
Myanmar,MMR,2014,0.7158
Myanmar,MMR,2015,0.7072
Myanmar,MMR,2016,0.6924
Myanmar,MMR,2017,0.6896
Myanmar,MMR,2018,0.6889
Myanmar,MMR,2019,0.68659997
Myanmar,MMR,2020,0.68869996
Myanmar,MMR,2021,0.705
Nepal,NPL,1995,0.125
Nepal,NPL,1996,0.1318
Nepal,NPL,1997,0.1423
Nepal,NPL,1998,0.2059
Nepal,NPL,1999,0.1625
Nepal,NPL,2000,0.22929999
Nepal,NPL,2001,0.20989999
Nepal,NPL,2002,0.2332
Nepal,NPL,2003,0.2461
Nepal,NPL,2004,0.2357
Nepal,NPL,2005,0.23189999
Nepal,NPL,2006,0.23349999
Nepal,NPL,2007,0.3297
Nepal,NPL,2008,0.3344
Nepal,NPL,2009,0.175
Nepal,NPL,2010,0.18609999
Nepal,NPL,2011,0.2295
Nepal,NPL,2012,0.23879999
Nepal,NPL,2013,0.2091
Nepal,NPL,2014,0.225
Nepal,NPL,2015,0.19469999
Nepal,NPL,2016,0.2032
Nepal,NPL,2017,0.1761
Nepal,NPL,2018,0.1936
Nepal,NPL,2019,0.192
Nepal,NPL,2020,0.1261
Nepal,NPL,2021,0.1338
Net Food Importing Developing Countries (FAO),,1961,0.3852
Net Food Importing Developing Countries (FAO),,1962,0.3374
Net Food Importing Developing Countries (FAO),,1963,0.36699998
Net Food Importing Developing Countries (FAO),,1964,0.4068
Net Food Importing Developing Countries (FAO),,1965,0.36089998
Net Food Importing Developing Countries (FAO),,1966,0.39229998
Net Food Importing Developing Countries (FAO),,1967,0.366
Net Food Importing Developing Countries (FAO),,1968,0.39569998
Net Food Importing Developing Countries (FAO),,1969,0.42049998
Net Food Importing Developing Countries (FAO),,1970,0.4233
Net Food Importing Developing Countries (FAO),,1971,0.41419998
Net Food Importing Developing Countries (FAO),,1972,0.4186
Net Food Importing Developing Countries (FAO),,1973,0.4289
Net Food Importing Developing Countries (FAO),,1974,0.4016
Net Food Importing Developing Countries (FAO),,1975,0.4342
Net Food Importing Developing Countries (FAO),,1976,0.4015
Net Food Importing Developing Countries (FAO),,1977,0.4289
Net Food Importing Developing Countries (FAO),,1978,0.3748
Net Food Importing Developing Countries (FAO),,1979,0.3994
Net Food Importing Developing Countries (FAO),,1980,0.39859998
Net Food Importing Developing Countries (FAO),,1981,0.4253
Net Food Importing Developing Countries (FAO),,1982,0.3954
Net Food Importing Developing Countries (FAO),,1983,0.39029998
Net Food Importing Developing Countries (FAO),,1984,0.3602
Net Food Importing Developing Countries (FAO),,1985,0.405
Net Food Importing Developing Countries (FAO),,1986,0.4283
Net Food Importing Developing Countries (FAO),,1987,0.43629998
Net Food Importing Developing Countries (FAO),,1988,0.4089
Net Food Importing Developing Countries (FAO),,1989,0.4279
Net Food Importing Developing Countries (FAO),,1990,0.4103
Net Food Importing Developing Countries (FAO),,1991,0.4173
Net Food Importing Developing Countries (FAO),,1992,0.4545
Net Food Importing Developing Countries (FAO),,1993,0.4077
Net Food Importing Developing Countries (FAO),,1994,0.45549998
Net Food Importing Developing Countries (FAO),,1995,0.44739997
Net Food Importing Developing Countries (FAO),,1996,0.49499997
Net Food Importing Developing Countries (FAO),,1997,0.49249998
Net Food Importing Developing Countries (FAO),,1998,0.49409997
Net Food Importing Developing Countries (FAO),,1999,0.5354
Net Food Importing Developing Countries (FAO),,2000,0.5415
Net Food Importing Developing Countries (FAO),,2001,0.54359996
Net Food Importing Developing Countries (FAO),,2002,0.5567
Net Food Importing Developing Countries (FAO),,2003,0.47599998
Net Food Importing Developing Countries (FAO),,2004,0.4746
Net Food Importing Developing Countries (FAO),,2005,0.4746
Net Food Importing Developing Countries (FAO),,2006,0.5119
Net Food Importing Developing Countries (FAO),,2007,0.4901
Net Food Importing Developing Countries (FAO),,2008,0.52529997
Net Food Importing Developing Countries (FAO),,2009,0.4956
Net Food Importing Developing Countries (FAO),,2010,0.5312
Net Food Importing Developing Countries (FAO),,2011,0.6041
Net Food Importing Developing Countries (FAO),,2012,0.5437
Net Food Importing Developing Countries (FAO),,2013,0.511
Net Food Importing Developing Countries (FAO),,2014,0.49789998
Net Food Importing Developing Countries (FAO),,2015,0.48369998
Net Food Importing Developing Countries (FAO),,2016,0.50909996
Net Food Importing Developing Countries (FAO),,2017,0.5997
Net Food Importing Developing Countries (FAO),,2018,0.533
Net Food Importing Developing Countries (FAO),,2019,0.51809996
Net Food Importing Developing Countries (FAO),,2020,0.515
Net Food Importing Developing Countries (FAO),,2021,0.5255
New Caledonia,NCL,1961,0.375
New Caledonia,NCL,1962,0.3542
New Caledonia,NCL,1963,0.375
New Caledonia,NCL,1964,0.4062
New Caledonia,NCL,1965,0.3667
New Caledonia,NCL,1966,0.354
New Caledonia,NCL,1967,0.3843
New Caledonia,NCL,1968,0.29
New Caledonia,NCL,1969,0.53999996
New Caledonia,NCL,1970,0.26
New Caledonia,NCL,1971,0.3333
New Caledonia,NCL,1972,0.3667
New Caledonia,NCL,1973,0.5
New Caledonia,NCL,1974,0.24229999
New Caledonia,NCL,1975,0.5
New Caledonia,NCL,1976,0.5
New Caledonia,NCL,1977,0.19209999
New Caledonia,NCL,1978,0.1811
New Caledonia,NCL,1979,0.23709999
New Caledonia,NCL,1980,0.23539999
New Caledonia,NCL,1981,0.21319999
New Caledonia,NCL,1982,0.1157
New Caledonia,NCL,1983,0.10349999
New Caledonia,NCL,1984,0.0801
New Caledonia,NCL,1985,0.184
New Caledonia,NCL,1986,0.1573
New Caledonia,NCL,1987,0.146
New Caledonia,NCL,1988,0.1529
New Caledonia,NCL,1989,0.182
New Caledonia,NCL,1990,0.14999999
New Caledonia,NCL,1991,0.0673
New Caledonia,NCL,1992,0.156
New Caledonia,NCL,1993,0.1283
New Caledonia,NCL,1994,0.112799995
New Caledonia,NCL,1995,0.0853
New Caledonia,NCL,1996,0.0893
New Caledonia,NCL,1997,0.22109999
New Caledonia,NCL,1998,0.1061
New Caledonia,NCL,1999,0.16
New Caledonia,NCL,2000,0.1286
New Caledonia,NCL,2001,0.1302
New Caledonia,NCL,2002,0.0862
New Caledonia,NCL,2003,0.12
New Caledonia,NCL,2004,0.15789999
New Caledonia,NCL,2005,0.1471
New Caledonia,NCL,2006,0.14289999
New Caledonia,NCL,2007,0.14999999
New Caledonia,NCL,2008,0.14999999
New Caledonia,NCL,2009,0.14999999
New Caledonia,NCL,2010,0.1444
New Caledonia,NCL,2011,0.15079999
New Caledonia,NCL,2012,0.0822
New Caledonia,NCL,2013,0.175
New Caledonia,NCL,2014,0.125
